med_name,med_manufacturer,components,comp
ROYALCEF 500MG TABLET ,FOREGEN HEALTHCARE ,Cefuroxime 500 MG,
SAFEX 500MG TABLET ,VINTAGE LABS PVT LTD ,Cefuroxime 500 MG,
SAFEUROX 500MG TABLET ,KINEDEX HEALTHCARE ,Cefuroxime 500 MG,
SALOXIM 500MG TABLET ,SALVEO LIFECARE ,Cefuroxime 500 MG,
SCORCEF 500MG TABLET ,SCORTIS LABS ,Cefuroxime 500 MG,
SCUREX 500MG TABLET ,SCUTAGE PHARMA ,Cefuroxime 500 MG,
SEAZOX 500MG TABLET ,ORCHID ,Cefuroxime 500 MG,
SECROX 500MG TABLET ,MNW LIFESCIENCES ,Cefuroxime 500 MG,
SEFOREX 500MG TABLET ,EXOTIC LABS ,Cefuroxime 500 MG,
SEFU 500MG TABLET ,SERENE LIFESCIENCE ,Cefuroxime 500 MG,
SEFURE 500MG TABLET ,CALIBAR PHARMA ,Cefuroxime 500 MG,
SELSIBACT 500MG TABLET ,ALEXIA PHARMA ,Cefuroxime 500 MG,
SKAXIM 500MG TABLET ,SKARS HEALTHCARE PVT LTD ,Cefuroxime 500 MG,
 SPECTRAXIME 500MG TABLET ,APEX ,Cefuroxime 500 MG,
STAFCURE 500MG TABLET ,MACLEODS PHARMACEUTICALS LTD ,Cefuroxime 500 MG,
STAROX 500MG TABLET ,SYNTONIC LIFESCIENCES ,Cefuroxime 500 MG,
SUPACEF 500MG TABLET ,GLAXO ,Cefuroxime 500 MG,
SUPRICEF 500MG TABLET ,NEBULAE PHARMA ,Cefuroxime 500 MG,
SURGI 500MG TABLET ,MEGACORP HEALTHCARE ,Cefuroxime 500 MG,
SVCEF 500MG TABLET ,TAURUS LABS ,Cefuroxime 500 MG,
URAXE 500MG TABLET ,DIAL PHARMACEUTICALS ,Cefuroxime 500 MG,
TROCEF 500MG TABLET ,ALTAR PHARMA ,Cefuroxime 500 MG,
TEFUR 500MG TABLET ,CAPITAL FOODS ,Cefuroxime 500 MG,
TORFUR 500MG TABLET ,TORRENT ,Cefuroxime 500 MG,
TRAVEXEL 500MG TABLET ,GOLDLINE ,Cefuroxime 500 MG,
TRUECEF 500MG TABLET ,TRUE LIGHT LIFE SCIENCES ,Cefuroxime 500 MG,
TUFTIL 500MG TABLET ,INTAS PHARMACEUTICALS LTD ,Cefuroxime 500 MG,
VAXCEF 500MG TABLET ,BIOPHAR LIFESCIENCES ,Cefuroxime 500 MG,
VECEFF 500MG TABLET ,VEGA LABORATRIES ,Cefuroxime 500 MG,
VILTACEF 500MG TABLET ,VILBERRY HEALTHCARE PVT LTD ,Cefuroxime 500 MG,
WIDCEF 500MG TABLET ,ELDER ,Cefuroxime 500 MG,
WILCEF 500MG TABLET ,WILSHIRE PHARMACEUTICALS INC ,Cefuroxime 500 MG,
WINTRAX 500MG TABLET ,BIOZENESIS HEALTHCARE ,Cefuroxime 500 MG,
 XIMOREN 500MG TABLET ,LA RENON HEALTHCARE PVT LTD ,Cefuroxime 500 MG,
XIM 500MG TABLET ,PARASOL LABORATORIES ,Cefuroxime 500 MG,
XIOCEF 500MG TABLET ,PHARMATECH HEALTHCARE ,Cefuroxime 500 MG,
XORIMAX 500MG TABLET ,NOVARTIS ,Cefuroxime 500 MG,
XOXE 500MG TABLET ,CORONA REMEDIES PVT LTD ,Cefuroxime 500 MG,
XTIL 500MG TABLET ,GENERAL ,Cefuroxime 500 MG,
XZIM 500MG TABLET ,AXYZEN LIFE SCINCES ,Cefuroxime 500 MG,
X VIS 500MG TABLET ,DOLVIS BIOPHARMA ,Cefuroxime 500 MG,
X WELL 500MG TABLET ,XELLENCE LABS ,Cefuroxime 500 MG,
ZECIL 500MG TABLET ,ZENN BIOTECH ,Cefuroxime 500 MG,
ZEFU 500MG TABLET ,FDC LIMITED ,Cefuroxime 500 MG,
ZEMOCEF 500MG TABLET ,GRAPPLE LIFESCIENCES ,Cefuroxime 500 MG,
ZENOXIM 500MG TABLET ,INDCHEMIE HEALTH SPECIALITIES ,Cefuroxime 500 MG,
ZERICEF 500MG TABLET ,ZERICO LIFESCIENCES ,Cefuroxime 500 MG,
ZETUM 500MG TABLET ,SCOTT EDIL ,Cefuroxime 500 MG,
ZION 500MG TABLET ,IIFA HEALTHCARE ,Cefuroxime 500 MG,
ZIROCK 500MG TABLET ,FAITH PHARMA ,Cefuroxime 500 MG,
ZOCEF 500MG TABLET ,ALKEM LABORATORIES LTD ,Cefuroxime 500 MG,
ZUROCEF 500MG TABLET ,SYMBIOTIC DRUS & DIABETIC CARE ,Cefuroxime 500 MG,
ZYTUM 500MG TABLET ,ZODLEY PHARMA ,Cefuroxime 500 MG,
BIOPIME 250MG INJECTION ,BIOCHEM ,Cefepime 250 MG,
CACHEPIME 250MG INJECTION ,CACHET PHARMA ,Cefepime 250 MG,
CEPY 250MG INJECTION ,LINCOLN PHARMACEUTICALS ,Cefepime 250 MG,
C PIME 250MG INJECTION ,EMCURE PHARMACEUTICALS LTD ,Cefepime 250 MG,
ENPIME 250MG INJECTION ,SHRINIVAS LAB ,Cefepime 250 MG,
KEFAGE 250MG INJECTION ,INDCHEMIE HEALTH SPECIALITIES ,Cefepime 250 MG,
NOVAPIME 0.25GM INJECTION ,LUPIN LTD ,Cefepime 250 MG,
MAPIME 250MG INJECTION ,MAPRA LABS ,Cefepime 250 MG,
MAXICEF 250MG INJECTION ,ARISTO ,Cefepime 250 MG,
MICROPIME 250MG INJECTION ,MICRO LABS LIMITED ,Cefepime 250 MG,
PENPIME 250MG INJECTION ,PUNJAB FORMULATIONS ,Cefepime 250 MG,
TEXTIME 250MG INJECTION ,ADLEY LAB ,Cefepime 250 MG,
SCUD 250MG INJECTION ,ZUVENTUS HEALTHCARE LTD ,Cefepime 250 MG,
3A 500MG TABLET ,RELIANCE FORMULATION PVT LTD ,Azithromycin 500 MG,
3 A 500MG TABLET ,RELIANCE FORMULATION PVT LTD ,Azithromycin 500 MG,
A24 500MG TABLET ,COMED CHEMICALS ,Azithromycin 500 MG,
AARZIT 500MG TABLET ,AARSH REMEDIES ,Azithromycin 500 MG,
ACHHAZI 500MG TABLET ,TULIP ,Azithromycin 500 MG,
ACINTAZ 500MG TABLET ,ACINTA PHARMA ,Azithromycin 500 MG,
ACITHROC 500MG TABLET ,ACINOM HEALTHCARE ,Azithromycin 500 MG,
ACTIZ 500MG TABLET ,CASSEL PHARMA ,Azithromycin 500 MG,
ACTIMYCIN 500MG TABLET ,VENUS REMEDIES ,Azithromycin 500 MG,
ACZITH 500MG TABLET ,LIVA HEALTHCARE ,Azithromycin 500 MG,
ADLIN 500MG TABLET ,MERRYBELL BIOCEUTICALS ,Azithromycin 500 MG,
ADZITH 500MG TABLET ,SARCOMA REMEDIES PVT LTD ,Azithromycin 500 MG,
AFDIZ 500MG TABLET ,ANGLO FRENCH DRUGS AND INDUSTRIES LTD ,Azithromycin 500 MG,
AGTHRO 500MG TABLET ,GUFIC BIOSCIENCES LTD ,Azithromycin 500 MG,
AG 500MG TABLET ,AERO CHEM ,Azithromycin 500 MG,
AIIM 500MG TABLET ,MARSHA PHARMA PVT LTD ,Azithromycin 500 MG,
AJOSH 500MG TABLET ,SHREYA LIFE SCIENCES PVT LTD ,Azithromycin 500 MG,
ALIRITH 500MG TABLET ,ALPIC REMEDIES ,Azithromycin 500 MG,
ALIZA 500MG TABLET ,AILERON LIFE SCIENCES ,Azithromycin 500 MG,
ALZITH 500MG TABLET ,ALCURE PHARMA ,Azithromycin 500 MG,
 AMAZON 500MG TABLET ,ESTEEM PHARMA ,Azithromycin 500 MG,
AMC 500MG TABLET ,LA MED INDIA ,Azithromycin 500 MG,
AMZITHROX 500MG TABLET ,AMBIENT HEALTHCARE ,Azithromycin 500 MG,
AN 500MG TABLET ,PATSON LAB ,Azithromycin 500 MG,
ARGEX 500MG CAPSULE ,DR JOHNS LABS ,Azithromycin 500 MG,
ARO 500MG TABLET ,SUNFLOWER PHARMA ,Azithromycin 500 MG,
ASIN 500MG TABLET ,GENERAL ,Azithromycin 500 MG,
ASSITHRO 500MG TABLET ,ASSIDUOUS LIFE SCINCES PVT LTD ,Azithromycin 500 MG,
ATM 500MG TABLET ,INDOCO REMEDIES LTD ,Azithromycin 500 MG,
AVINDO 500MG TABLET ,ADCOCK INGRAM HEALTHCARE PVT LTD ,Azithromycin 500 MG,
AVINDO 500MG ,C F L ,Azithromycin 500 MG,
AVITLA 500MG TABLET ,ROWAN BIOCEUTICALS PVT LTD ,Azithromycin 500 MG,
AXET 500MG TABLET ,MICRO LABS LIMITED ,Azithromycin 500 MG,
AZ3 500MG TABLET ,ALBERT DAVID ,Azithromycin 500 MG,
AZAD 500MG TABLET ,THEMIS MEDICARE ,Azithromycin 500 MG,
AZAG 500MG TABLET ,AGRON REMEDIES ,Azithromycin 500 MG,
AZALIDE 500MG TABLET ,ASPIRE PHARMA ,Azithromycin 500 MG,
AZAL 500MG TABLET ,STALLION LABORATORIES ,Azithromycin 500 MG,
AZAMRA 500MG TABLET ,AMRA REMEDIES LTD ,Azithromycin 500 MG,
AZANTE 500MG TABLET ,SANTE LIFE CARE ,Azithromycin 500 MG,
AZAUK 500MG TABLET ,ST MORISON ,Azithromycin 500 MG,
AZAX 500MG TABLET ,SUN PHARMACEUTICAL INDUSTRIES LTD ,Azithromycin 500 MG,
AZCIA 500MG TABLET ,CIAGA ,Azithromycin 500 MG,
AZCRE 500MG TABLET ,A MENARINI INDIA PVT LTD ,Azithromycin 500 MG,
AZDOC 500MG TABLET ,SAFFRON THERAPEUTICS PVT LTD ,Azithromycin 500 MG,
AZEBID 500MG TABLET ,SBEED PHARMA ,Azithromycin 500 MG,
AZECLEAN 500MG TABLET ,GENO PHARMA ,Azithromycin 500 MG,
AZEE 500MG TABLET ,CIPLA ,Azithromycin 500 MG,
AZEETEE 500MG TABLET ,CUZCO PHARMA PVT LTD ,Azithromycin 500 MG,
AZELOC 500MG TABLET ,SYMBIOTIC DRUS & DIABETIC CARE ,Azithromycin 500 MG,
AZEM 500MG TABLET ,UNIREACH HEALTHCARE PVT LTD ,Azithromycin 500 MG,
AZEMINE 500MG TABLET ,ICON LIFE SCIENCES ,Azithromycin 500 MG,
AZENTO 500MG TABLET ,ALKEM LABORATORIES LTD ,Azithromycin 500 MG,
AZENAS 500MG TABLET ,MOREPEN LABORATORIES LTD ,Azithromycin 500 MG,
AZEST 500MG TABLET ,ZEST PHARMA ,Azithromycin 500 MG,
AZFORIN 500MG TABLET ,UNICHEM ,Azithromycin 500 MG,
AZFORAC 500MG TABLET ,AMWILL HEALTH CARE ,Azithromycin 500 MG,
AZIACT 500MG TABLET ,MAKNAAM CHEMICALS ,Azithromycin 500 MG,
AZIAGIO 500MG TABLET ,AGIO ,Azithromycin 500 MG,
AZIBACT 500MG TABLET ,IPCA LABORATORIES LTD ,Azithromycin 500 MG,
 AZIBEST 500MG TABLET ,BLUE CROSS ,Azithromycin 500 MG,
AZIBLUE 500MG TABLET ,RONYD PHARMA ,Azithromycin 500 MG,
AZIBRES 500MG TABLET ,SALUBRES FORMULATIONS PVT LTD ,Azithromycin 500 MG,
AZIBACT 500 SI TABLET ,IPCA LABORATORIES LTD ,Azithromycin 500 MG,
AZIBOND 500MG TABLET ,BRINTON PHARMA ,Azithromycin 500 MG,
AZIBEY 500MG TABLET ,ABBEY HEALTH CARE PVT LTD ,Azithromycin 500 MG,
AZIBIN 500MG TABLET ,EG LIFECARE SERVICES PVT LTD ,Azithromycin 500 MG,
AZIBIG 500MG TABLET ,BESTOCHEM FORMULATION ,Azithromycin 500 MG,
AZIBER 500MG TABLET ,CALIBAR PHARMA ,Azithromycin 500 MG,
AZICON 500MG TABLET ,VARUN CONTINENTAL ,Azithromycin 500 MG,
AZICIP 500MG TABLET ,CIPLA ,Azithromycin 500 MG,
AZICLASS 500MG TABLET ,APEX ,Azithromycin 500 MG,
AZICYTE 500MG TABLET ,J B CHEMICALS ,Azithromycin 500 MG,
AZICARE 500MG TABLET ,OLCARE LABORATORIES ,Azithromycin 500 MG,
AZICYN 500MG TABLET ,SUPRACYN PHARMA ,Azithromycin 500 MG,
AZIC 500MG TABLET ,CIAN HEALTH CARE ,Azithromycin 500 MG,
AZICOR 500MG TABLET ,TRENDS PHARMA PVT LTD ,Azithromycin 500 MG,
AZICRON 500MG TABLET ,ACRON PHARMA ,Azithromycin 500 MG,
AZICURE 500MG TABLET ,RADICURA PHARMA PVT LTD ,Azithromycin 500 MG,
AZICROLIDE 500MG TABLET ,JOYCE HEALTHCARE PVT LTD ,Azithromycin 500 MG,
 AZICRAT 500MG TABLET ,SYNCOM HEALTHCARE LTD ,Azithromycin 500 MG,
AZICORE 500MG TABLET ,HITECH PHARMA ,Azithromycin 500 MG,
AZICHOICE 500MG TABLET ,APOLLO HOSPITALS ENTERPRISES LTD ,Azithromycin 500 MG,
AZICOM 500MG TABLET ,COMMON WEALTH ,Azithromycin 500 MG,
AZICOX 500MG TABLET ,COXSWAIN HEALTH CARE ,Azithromycin 500 MG,
AZICEL 500MG TABLET ,CELEBRITY BIOPHARMA LTD ,Azithromycin 500 MG,
AZID 500MG TABLET ,INDI PHARMA ,Azithromycin 500 MG,
AZIDUTCH 500MG TABLET ,DUTCH ,Azithromycin 500 MG,
AZIDON 500MG TABLET ,OLAMIC PHARMA ,Azithromycin 500 MG,
AZIDOS 500MG TABLET ,PSYCOREMEDIES ,Azithromycin 500 MG,
AZIDAC 500MG TABLET ,IKON REMEDIES PVT LTD ,Azithromycin 500 MG,
AZIDUS 500MG TABLET ,ZYDUS HEALTHCARE LTD ,Azithromycin 500 MG,
AZIDOZ 500MG TABLET ,ERNST PHARMACIA ,Azithromycin 500 MG,
AZIDOL 500MG TABLET ,IDOL BIOTEC ,Azithromycin 500 MG,
AZIDAY 500MG TABLET ,SKYMAX LIFE SCIENCE PVT LTD ,Azithromycin 500 MG,
AZIDEP 500MG TABLET ,BENNET PHARMACEUTICALS ,Azithromycin 500 MG,
AZIDOC 500MG TABLET ,DOCTRIS LIFE SCIENCES ,Azithromycin 500 MG,
AZIDEW 500MG TABLET ,DEW DROPS LABORATORIES PVT LTD ,Azithromycin 500 MG,
AZIERA 500MG TABLET ,BIG LABS ,Azithromycin 500 MG,
AZIFAST 500MG TABLET ,IPCA LABORATORIES LTD ,Azithromycin 500 MG,
 AZIFINE 500MG TABLET ,GLENMARK PHARMACEUTICALS LTD ,Azithromycin 500 MG,
AZIFORD 500MG TABLET ,LEEFORD HEALTHCARE ,Azithromycin 500 MG,
AZIFILE 500MG TABLET ,OLAMIC PHARMA ,Azithromycin 500 MG,
AZIFEM 500MG TABLET ,FEM ,Azithromycin 500 MG,
AZIFIN 500MG TABLET ,CROSSED FINGERSS ORGANIC PVT LTD ,Azithromycin 500 MG,
AZIFORCE 500MG TABLET ,ENTOD PHARMACEUTICALS LTD ,Azithromycin 500 MG,
AZIGOLD 500MG TABLET ,LEO PHARMA ,Azithromycin 500 MG,
AZIGARD 500MG TABLET ,VANGUARD THERAPEUTICS PVT LTD ,Azithromycin 500 MG,
AZIGLO 500MG TABLET ,GLOLED PHARMA ,Azithromycin 500 MG,
AZIGREAT 500MG TABLET ,GENESIS BIOTECH ,Azithromycin 500 MG,
AZIGO 500MG TABLET ,MEDICOWIN REMEDIES ,Azithromycin 500 MG,
AZIGMA 500MG TABLET ,PRAGMATIC LABS PVT LTD ,Azithromycin 500 MG,
AZIHEALTH 500MG TABLET ,HEALTHXR ,Azithromycin 500 MG,
AZIJEEV LB 500MG TABLET ,JEEVAN LIFESCIENCE PVT LTD ,Azithromycin 500 MG,
AZIKEM 500MG TABLET ,ALKEM LABORATORIES LTD ,Azithromycin 500 MG,
AZIKAP 500MG TABLET ,KAPS LIFE SCIENCES ,Azithromycin 500 MG,
AZIK 500MG TABLET ,KALWIN BIOMEDICA ,Azithromycin 500 MG,
AZIKLIN 500MG TABLET ,SIMPSON BRAWN PHARMA ,Azithromycin 500 MG,
AZIKOS 500MG TABLET ,ELKOS HEALTHCARE ,Azithromycin 500 MG,
AZIKYOR 500MG TABLET ,LIFEKYOR PHARMACEUTICALS ,Azithromycin 500 MG,
 AZIKEN 500MG TABLET ,KENN PHARMA ,Azithromycin 500 MG,
AZIKAB 500MG TABLET ,LANCER HEALTHCARE ,Azithromycin 500 MG,
AZILIDE 500MG TABLET ,MICRO LABS LIMITED ,Azithromycin 500 MG,
AZILAVEND 500MG TABLET ,LAVENDER ,Azithromycin 500 MG,
AZILAC 500MG TABLET ,EUTHERVA PHARMA ,Azithromycin 500 MG,
AZIL 500MG TABLET ,ZEE LABORATORIES LTD ,Azithromycin 500 MG,
AZILET 500MG TABLET ,CAPLET ,Azithromycin 500 MG,
AZILIZ 500MG TABLET ,REGALIZ INDIA LTD ,Azithromycin 500 MG,
AZILUP 500MG TABLET ,LUPIN LTD ,Azithromycin 500 MG,
AZILIFE 500MG TABLET ,ANGEAS HEALTH CARE LTD ,Azithromycin 500 MG,
AZILEAR 500MG TABLET ,ASOLEAR PHARMA PVT LTD ,Azithromycin 500 MG,
AZILEO 500MG TABLET ,LEO PHARMA ,Azithromycin 500 MG,
AZILEB 500MG TABLET ,LEBEN LABORATORIES PVT LTD ,Azithromycin 500 MG,
AZIMAX 500MG TABLET ,CIPLA ,Azithromycin 500 MG,
AZIMED 500MG TABLET ,MEDICO LAB ,Azithromycin 500 MG,
AZIMIRA 500MG TABLET ,BIOMIRRA BIOGENICS ,Azithromycin 500 MG,
AZIMINT 500MG TABLET ,MINT PHARMACEUTICALS ,Azithromycin 500 MG,
AZIMEX 500MG TABLET ,ZOTA HEALTH CARE LTD ,Azithromycin 500 MG,
AZIMIC 500MG TABLET ,SYSTEMIC HEALTHCARE ,Azithromycin 500 MG,
AZIMAC 500MG TABLET ,EAST WEST PHARMA ,Azithromycin 500 MG,
 AZIMID 500MG TABLET ,BIOPLASMID HEALTHCARE ,Azithromycin 500 MG,
AZIMAK 500MG TABLET ,MAKSUN BIOTECH ,Azithromycin 500 MG,
AZIMOL 500MG TABLET ,ANMOL HEALTHCARE ,Azithromycin 500 MG,
AZIMO 500MG TABLET ,HICURE BIOTECH ,Azithromycin 500 MG,
AZIMAN 500MG TABLET ,MANSA MEDI IMPEX ,Azithromycin 500 MG,
AZIMON 500MG TABLET ,STERKEM PHARMA PVT LTD ,Azithromycin 500 MG,
AZIM 500MG TABLET ,HAMAX ,Azithromycin 500 MG,
AZIMOUNT 500MG TABLET ,STERKEM PHARMA PVT LTD ,Azithromycin 500 MG,
AZIMIST 500MG TABLET ,PARENTERAL DRUGS INDIA LTD ,Azithromycin 500 MG,
AZIMAY 500MG TABLET ,INTAS PHARMACEUTICALS LTD ,Azithromycin 500 MG,
AZIMOX 500MG TABLET ,BROSTIN SEIZZ BIOCARE ,Azithromycin 500 MG,
AZIMORE 500MG TABLET ,MDC PHARMACEUTICALS ,Azithromycin 500 MG,
AZIMECH 500MG TABLET ,MECH PHARMACUITICALS ,Azithromycin 500 MG,
AZIMER 500MG TABLET ,MERCURY ,Azithromycin 500 MG,
AZINIX 500MG TABLET ,KHANDELWAL LABORATORIES PVT LTD ,Azithromycin 500 MG,
AZINATE 500MG TABLET ,GENERAL ,Azithromycin 500 MG,
AZINIR 500MG TABLET ,GENERAL ,Azithromycin 500 MG,
AZINEXT 500MG TABLET ,CANIXA LIFE SCIENCES ,Azithromycin 500 MG,
AZINEW 500MG TABLET ,DR ARVIND LIFESCIENCES ,Azithromycin 500 MG,
AZINTAS 500MG TABLET ,INTAS PHARMACEUTICALS LTD ,Azithromycin 500 MG,
 AZINIL 500MG TABLET ,BIOMED ,Azithromycin 500 MG,
AZINET 500MG TABLET ,DERMAWIN PHARMA ,Azithromycin 500 MG,
AZINIK 500MG TABLET ,JAINIK LIFE SCIENCES ,Azithromycin 500 MG,
AZINAM 500MG TABLET ,AMN LIFE SCIENCE ,Azithromycin 500 MG,
AZINEM 500MG TABLET ,YAHER PHARMA ,Azithromycin 500 MG,
AZINIJ 500MG TABLET ,SUNIJ PHARMA ,Azithromycin 500 MG,
AZINOL 500MG TABLET ,KNOLL HEALTHCARE ,Azithromycin 500 MG,
AZINOVA 500MG TABLET ,BOMBAY TAB ,Azithromycin 500 MG,
AZINO 500MG TABLET ,TOSC INTERNATIONAL ,Azithromycin 500 MG,
AZINKYA 500MG TABLET ,MAPRA LABS ,Azithromycin 500 MG,
AZIPAR 500MG TABLET ,MOLEKULE ,Azithromycin 500 MG,
AZIPOS 500MG TABLET ,AGLOWMED LTD ,Azithromycin 500 MG,
AZIPEG 500 TABLET ,PEGASUS FARMACO ,Azithromycin 500 MG,
AZIPRO 500MG TABLET ,CIPLA ,Azithromycin 500 MG,
AZIPHAR 500MG TABLET ,BIOPHAR LIFESCIENCES ,Azithromycin 500 MG,
AZIPRIDE 500MG TABLET ,PRIDE HEALTHCARE ,Azithromycin 500 MG,
AZIPAK 500MG TABLET ,HYGEIA PHARMACEUTICALS ,Azithromycin 500 MG,
AZIPAN 500MG TABLET ,PAN HORUS HEALTH CARE PVT LTD ,Azithromycin 500 MG,
AZIRESP 500MG TABLET ,A N PHARMACIA LABORATORIES ,Azithromycin 500 MG,
AZIROM 500MG TABLET ,MOHRISH PHARMACEUTICALS ,Azithromycin 500 MG,
 AZIRITE 500MG TABLET ,MEDLEY ,Azithromycin 500 MG,
AZIRON 500MG TABLET ,CHEVRON LIFE SCIENECES ,Azithromycin 500 MG,
AZIROCIN 500MG TABLET ,IVA HEALTHCARE PVT LTD ,Azithromycin 500 MG,
AZIRIN 500MG TABLET ,RHINE BIOGENICS ,Azithromycin 500 MG,
AZIROB 500MG TABLET ,SARTHI ,Azithromycin 500 MG,
AZIROL 500MG TABLET ,ORGANIC LAB ,Azithromycin 500 MG,
AZIRIS 500MG TABLET ,ARIES MEDICARE ,Azithromycin 500 MG,
AZIROX 500MG TABLET ,MICRO LABS LIMITED ,Azithromycin 500 MG,
AZIROZ 500MG TABLET ,AMBROSIA REMEDIES ,Azithromycin 500 MG,
AZIRAN 500MG TABLET ,ARENA LIFESCIENCES ,Azithromycin 500 MG,
AZIRE 500MG TABLET ,S R PHARMACEUTICALS ,Azithromycin 500 MG,
AZIRUTH 500MG TABLET ,WOAKES PHARMA ,Azithromycin 500 MG,
AZIRO 500MG TABLET ,SARTHAK BIOTECH PVT LTD ,Azithromycin 500 MG,
AZIRAL 500MG TABLET ,INTEL PHARMA ,Azithromycin 500 MG,
AZIRUN 500MG TABLET ,JARUN PHARMA ,Azithromycin 500 MG,
AZIRATE LB 500MG TABLET ,MEDICS LIFECARE ,Azithromycin 500 MG,
AZISWIFT 500MG TABLET ,LUPIN LTD ,Azithromycin 500 MG,
AZISAP 500MG TABLET ,MAGMA ALLIANZ LABS LTD ,Azithromycin 500 MG,
AZISTART 500MG TABLET ,RPG LIFESCIENCES LTD ,Azithromycin 500 MG,
AZISOFT 500MG TABLET ,GODDRES PHARMA ,Azithromycin 500 MG,
 AZISAFE 500MG TABLET ,MONICHEM ,Azithromycin 500 MG,
AZISER 500MG TABLET ,SERENE LIFESCIENCE ,Azithromycin 500 MG,
AZISPAN 500MG TABLET ,VOTARY LABORATORIES ,Azithromycin 500 MG,
AZISHINE 500MG TABLET ,PEARLSHINE LIFESCIENCE PVT LTD ,Azithromycin 500 MG,
AZISYM 500MG TABLET ,SYMBIOSYS PHARMA PVT LTD ,Azithromycin 500 MG,
AZISURE 500MG TABLET ,METIERS PHARMA ,Azithromycin 500 MG,
AZISOL 500MG TABLET ,SOLDERMA PHARMA ,Azithromycin 500 MG,
AZISIL 500MG TABLET ,SILICON PHARMA ,Azithromycin 500 MG,
AZISET 500MG TABLET ,ACTIVE HEALTHCARE ,Azithromycin 500 MG,
AZISEF 500MG TABLET ,HAMPS BIO PVT LTD ,Azithromycin 500 MG,
AZISCOT 500MG TABLET ,SCOTT EDIL ,Azithromycin 500 MG,
AZIS 500MG TABLET ,TAURUS LABS ,Azithromycin 500 MG,
AZISTATIC 500MG TABLET ,LINCOLN PHARMACEUTICALS ,Azithromycin 500 MG,
AZITHRAL 500MG TABLET ,ALEMBIC PHARMACEUTICALS LTD ,Azithromycin 500 MG,
AZITUS 500MG TABLET ,ZUVENTUS HEALTHCARE LTD ,Azithromycin 500 MG,
AZITAB 500MG TABLET ,INTAS PHARMACEUTICALS LTD ,Azithromycin 500 MG,
AZITER 500MG TABLET ,GUJARAT TERCE LABORATORIES ,Azithromycin 500 MG,
AZITO 500MG TABLET ,ASHOK PHARMA ,Azithromycin 500 MG,
AZITHRORITE 500MG TABLET ,MHS PHARMACEUTICALS ,Azithromycin 500 MG,
AZITHRAL SI 500MG TABLET ,ALEMBIC PHARMACEUTICALS LTD ,Azithromycin 500 MG,
 AZITSA 500MG TABLET ,AKESISS PHARMA PVT LTD ,Azithromycin 500 MG,
AZITROY 500MG TABLET ,TROIKAA PHARMACEUTICALS LTD ,Azithromycin 500 MG,
AZITOP 500MG TABLET ,CAPITAL PHARMA ,Azithromycin 500 MG,
AZITRUM 500MG TABLET ,TAG HEALTHCARE ,Azithromycin 500 MG,
AZITHRO 500MG TABLET ,WOCKHARDT ,Azithromycin 500 MG,
AZITHDOR 500MG TABLET ,CANDOR BIOTECH LIMITED ,Azithromycin 500 MG,
AZITER 250MG TABLET ,GUJARAT TERCE LABORATORIES ,Azithromycin 500 MG,
AZITHRAL 5D TABLET ,ALEMBIC PHARMACEUTICALS LTD ,Azithromycin 500 MG,
AZITEC 500MG TABLET ,TRIPADA HEALTHCARE ,Azithromycin 500 MG,
AZITEN 500MG TABLET ,ZOTA HEALTH CARE LTD ,Azithromycin 500 MG,
AZITOSS 500MG TABLET ,OSCAR REMEDIES ,Azithromycin 500 MG,
AZITH 500MG TABLET ,ZEE LABORATORIES LTD ,Azithromycin 500 MG,
AZITRAC 500MG TABLET ,INVISION MEDISCIENCE ,Azithromycin 500 MG,
AZITHRAL PULSE 500MG TABLET ,ALEMBIC PHARMACEUTICALS LTD ,Azithromycin 500 MG,
AZITICS 500MG TABLET ,MEDICS LIFECARE ,Azithromycin 500 MG,
AZITHROGIP 500MG TABLET ,GIPLA HEALTH CARE ,Azithromycin 500 MG,
AZITIM 500MG TABLET ,OMEGA PHARMACEUTICALS ,Azithromycin 500 MG,
AZITIS 500MG TABLET ,SCOTT EDIL ,Azithromycin 500 MG,
AZITECH 500MG TABLET ,SHREYA LIFE SCIENCES PVT LTD ,Azithromycin 500 MG,
AZITA 500MG TABLET ,ZOTA HEALTH CARE LTD ,Azithromycin 500 MG,
 AZITHREE 500MG TABLET ,GOLDLINE ,Azithromycin 500 MG,
AZITAG 500MG TABLET ,INTAG REMEDIES ,Azithromycin 500 MG,
AZITRAS 500MG TABLET ,BIOSTRASS THERAPEUTICS ,Azithromycin 500 MG,
AZITROL 500MG TABLET ,CAVENTIS PHARMA PVT LTD ,Azithromycin 500 MG,
AZITEX 500MG TABLET ,EXCARE ,Azithromycin 500 MG,
AZITIVE 500MG TABLET ,MORACEAE PHARMA ,Azithromycin 500 MG,
AZIVENT 500MG TABLET ,ARISTO ,Azithromycin 500 MG,
AZIVISTA 500MG TABLET ,CADILA PHARMACEUTICALS LTD ,Azithromycin 500 MG,
AZIVAR 500MG TABLET ,ZOTA HEALTH CARE LTD ,Azithromycin 500 MG,
AZIVED 500MG TABLET ,SHATAYUSHI HEALTH CARE ,Azithromycin 500 MG,
AZIVEST 500MG TABLET ,VESTAL HEALTHCARE ,Azithromycin 500 MG,
AZIWIN 500MG TABLET ,BAL PHARMA ,Azithromycin 500 MG,
AZIWOK 500MG TABLET ,WOCKHARDT ,Azithromycin 500 MG,
AZIWAR 500MG TABLET ,BIO WARRIORS PHARMACEUTICALS PVT LTD ,Azithromycin 500 MG,
